nested_records/nesting_to_many_relationships/film_title_actor_name_category_name
Problem:
Actors not grouped, cartesian product as result


Query Sql String:
select `Film`.`TITLE`, `ACTOR`.`FIRST_NAME`, `ACTOR`.`LAST_NAME`, `category`.`name` from `ACTOR` join `FILM_ACTOR` on `ACTOR`.`ACTOR_ID` = `FILM_ACTOR`.`ACTOR_ID` join `Film` on `FILM_ACTOR`.`FILM_ID` = `Film`.`FILM_ID` join `film_category` on `Film`.`FILM_ID` = `film_category`.`film_id` join `category` on `film_category`.`category_id` = `category`.`category_id` order by 1, 2, 3, 4
The formatted plan as returned by the database:
 +----+-----------+-------------+----------+------+---------------------------------+-------------------------+-------+----------------------------+----+--------+-------------------------------+
|  id|select_type|table        |partitions|type  |possible_keys                    |key                      |key_len|ref                         |rows|filtered|Extra                          |
+----+-----------+-------------+----------+------+---------------------------------+-------------------------+-------+----------------------------+----+--------+-------------------------------+
|   1|SIMPLE     |category     |{null}    |ALL   |PRIMARY                          |{null}                   |{null} |{null}                      |  16|   100.0|Using temporary; Using filesort|
|   1|SIMPLE     |film_category|{null}    |ref   |PRIMARY,fk_film_category_category|fk_film_category_category|4      |sakila.category.category_id |  62|   100.0|Using index                    |
|   1|SIMPLE     |Film         |{null}    |eq_ref|PRIMARY                          |PRIMARY                  |4      |sakila.film_category.film_id|   1|   100.0|{null}                         |
|   1|SIMPLE     |FILM_ACTOR   |{null}    |ref   |PRIMARY,idx_fk_film_id           |idx_fk_film_id           |4      |sakila.film_category.film_id|   5|   100.0|Using index                    |
|   1|SIMPLE     |ACTOR        |{null}    |eq_ref|PRIMARY                          |PRIMARY                  |4      |sakila.FILM_ACTOR.actor_id  |   1|   100.0|{null}                         |
+----+-----------+-------------+----------+------+---------------------------------+-------------------------+-------+----------------------------+----+--------+-------------------------------+

The cost the database associated with the execution of the query:  NaN
The estimated number of rows (cardinality) that is to be returned by the query: 16.0
The actual number of rows (cardinality) returned by the query:  5462

Result Records:
  +----------------+----------+---------+-----------+
|TITLE           |FIRST_NAME|LAST_NAME|name       |
|JACKET FRISCO   |ANGELA    |WITHER...|Drama      |
|JACKET FRISCO   |BELA      |WALKEN   |Drama      |
|JACKET FRISCO   |BOB       |FAWCETT  |Drama      |
|JACKET FRISCO   |CHARLIZE  |DENCH    |Drama      |
|JACKET FRISCO   |ELLEN     |PRESLEY  |Drama      |
|JACKET FRISCO   |KENNETH   |TORN     |Drama      |
|JACKET FRISCO   |MAE       |HOFFMAN  |Drama      |
|JACKET FRISCO   |MILLA     |PECK     |Drama      |
|JACKET FRISCO   |VIVIEN    |BASINGER |Drama      |
|JADE BUNCH      |ANGELINA  |ASTAIRE  |Sports     |
|JADE BUNCH      |CAMERON   |ZELLWEGER|Sports     |
|JADE BUNCH      |CARMEN    |HUNT     |Sports     |
|JADE BUNCH      |DAN       |HARRIS   |Sports     |
|JADE BUNCH      |ED        |MANSFIELD|Sports     |
|JADE BUNCH      |MERYL     |GIBSON   |Sports     |
|JADE BUNCH      |RENEE     |BALL     |Sports     |
|JADE BUNCH      |THORA     |TEMPLE   |Sports     |
|JAPANESE RUN    |ANGELA    |HUDSON   |Horror     |
|JAPANESE RUN    |BEN       |HARRIS   |Horror     |
|JAPANESE RUN    |JIM       |MOSTEL   |Horror     |
|JAPANESE RUN    |JOHN      |SUVARI   |Horror     |
|JAPANESE RUN    |KENNETH   |TORN     |Horror     |
|JAPANESE RUN    |KIM       |ALLEN    |Horror     |
|JAPANESE RUN    |MINNIE    |ZELLWEGER|Horror     |
|JAPANESE RUN    |RALPH     |CRUZ     |Horror     |
|JAPANESE RUN    |VIVIEN    |BERGEN   |Horror     |
|JASON TRAP      |ANGELA    |HUDSON   |Family     |
|JASON TRAP      |BEN       |HARRIS   |Family     |
|JASON TRAP      |GOLDIE    |BRODY    |Family     |
|JASON TRAP      |MINNIE    |KILMER   |Family     |
|JASON TRAP      |NATALIE   |HOPKINS  |Family     |
|JAWBREAKER BR...|CHRISTIAN |AKROYD   |Music      |
|JAWBREAKER BR...|CHRISTIAN |GABLE    |Music      |
|JAWBREAKER BR...|JESSICA   |BAILEY   |Music      |
|JAWBREAKER BR...|JULIA     |MCQUEEN  |Music      |
|JAWBREAKER BR...|VAL       |BOLGER   |Music      |
|JAWS HARRY      |GRETA     |KEITEL   |Comedy     |
|JAWS HARRY      |HELEN     |VOIGHT   |Comedy     |
|JAWS HARRY      |LUCILLE   |TRACY    |Comedy     |
|JAWS HARRY      |MINNIE    |ZELLWEGER|Comedy     |
|JAWS HARRY      |PARKER    |GOLDBERG |Comedy     |
|JEDI BENEATH    |JAMES     |PITT     |Family     |
|JEDI BENEATH    |JANE      |JACKMAN  |Family     |
|JEDI BENEATH    |JULIANNE  |DENCH    |Family     |
|JEDI BENEATH    |LIZA      |BERGMAN  |Family     |
|JEEPERS WEDDING |CHRISTIAN |GABLE    |Classics   |
|JEEPERS WEDDING |CHRISTO...|BERRY    |Classics   |
|JEEPERS WEDDING |ED        |CHASE    |Classics   |
|JEEPERS WEDDING |JULIANNE  |DENCH    |Classics   |
|JEEPERS WEDDING |MINNIE    |KILMER   |Classics   |
|JEEPERS WEDDING |WOODY     |JOLIE    |Classics   |
|JEKYLL FROGMEN  |DAN       |STREEP   |New        |
|JEKYLL FROGMEN  |JADA      |RYDER    |New        |
|JEKYLL FROGMEN  |NICK      |WAHLBERG |New        |
|JEOPARDY ENCINO |ALEC      |WAYNE    |Classics   |
|JEOPARDY ENCINO |GEOFFREY  |HESTON   |Classics   |
|JEOPARDY ENCINO |GREG      |CHAPLIN  |Classics   |
|JEOPARDY ENCINO |JULIA     |ZELLWEGER|Classics   |
|JEOPARDY ENCINO |MARY      |KEITEL   |Classics   |
|JERICHO MULAN   |ELVIS     |MARX     |Games      |
|JERICHO MULAN   |LISA      |MONROE   |Games      |
|JERICHO MULAN   |VIVIEN    |BASINGER |Games      |
|JERICHO MULAN   |WILLIAM   |HACKMAN  |Games      |
|JERK PAYCHECK   |BELA      |WALKEN   |Classics   |
|JERK PAYCHECK   |BURT      |DUKAKIS  |Classics   |
|JERK PAYCHECK   |CHRIS     |DEPP     |Classics   |
|JERK PAYCHECK   |DAN       |TORN     |Classics   |
|JERK PAYCHECK   |JULIA     |BARRYMORE|Classics   |
|JERK PAYCHECK   |MILLA     |KEITEL   |Classics   |
|JERK PAYCHECK   |REESE     |KILMER   |Classics   |
|JERK PAYCHECK   |RITA      |REYNOLDS |Classics   |
|JERSEY SASSY    |CATE      |MCQUEEN  |Children   |
|JERSEY SASSY    |ED        |MANSFIELD|Children   |
|JERSEY SASSY    |FAY       |KILMER   |Children   |
|JERSEY SASSY    |JOHN      |SUVARI   |Children   |
|JERSEY SASSY    |NICK      |WAHLBERG |Children   |
|JERSEY SASSY    |RIVER     |DEAN     |Children   |
|JERSEY SASSY    |VAL       |BOLGER   |Children   |
|JERSEY SASSY    |WALTER    |TORN     |Children   |
|JERSEY SASSY    |ZERO      |CAGE     |Children   |
|JET NEIGHBORS   |FAY       |KILMER   |Foreign    |
|JET NEIGHBORS   |GENE      |WILLIS   |Foreign    |
|JET NEIGHBORS   |GREG      |CHAPLIN  |Foreign    |
|JET NEIGHBORS   |HUMPHREY  |GARLAND  |Foreign    |
|JET NEIGHBORS   |MERYL     |ALLEN    |Foreign    |
|JET NEIGHBORS   |MINNIE    |KILMER   |Foreign    |
|JINGLE SAGEBRUSH|GROUCHO   |WILLIAMS |Classics   |
|JINGLE SAGEBRUSH|KIM       |ALLEN    |Classics   |
|JOON NORTHWEST  |ALEC      |WAYNE    |Sports     |
|JOON NORTHWEST  |CHARLIZE  |DENCH    |Sports     |
|JUGGLER HARDLY  |CAMERON   |ZELLWEGER|Animation  |
|JUGGLER HARDLY  |ED        |GUINESS  |Animation  |
|JUGGLER HARDLY  |EWAN      |GOODING  |Animation  |
|JUGGLER HARDLY  |MERYL     |GIBSON   |Animation  |
|JUGGLER HARDLY  |MILLA     |PECK     |Animation  |
|JUGGLER HARDLY  |MORGAN    |WILLIAMS |Animation  |
|JUGGLER HARDLY  |PENELOPE  |MONROE   |Animation  |
|JUGGLER HARDLY  |PENELOPE  |PINKETT  |Animation  |
|JUGGLER HARDLY  |SALMA     |NOLTE    |Animation  |
|JUMANJI BLADE   |BOB       |FAWCETT  |New        |
|JUMANJI BLADE   |GARY      |PHOENIX  |New        |
|JUMANJI BLADE   |JENNIFER  |DAVIS    |New        |
|JUMANJI BLADE   |JIM       |MOSTEL   |New        |
|JUMANJI BLADE   |MENA      |TEMPLE   |New        |
|JUMANJI BLADE   |NICK      |STALLONE |New        |
|JUMPING WRATH   |ALAN      |DREYFUSS |Children   |
|JUMPING WRATH   |ANGELA    |HUDSON   |Children   |
|JUMPING WRATH   |CATE      |HARRIS   |Children   |
|JUMPING WRATH   |ELVIS     |MARX     |Children   |
|JUMPING WRATH   |JAMES     |PITT     |Children   |
|JUMPING WRATH   |SALMA     |NOLTE    |Children   |
|JUMPING WRATH   |SANDRA    |KILMER   |Children   |
|JUMPING WRATH   |SUSAN     |DAVIS    |Children   |
|JUNGLE CLOSER   |BURT      |POSEY    |New        |
|JUNGLE CLOSER   |CUBA      |BIRCH    |New        |
|JUNGLE CLOSER   |DAN       |STREEP   |New        |
|JUNGLE CLOSER   |HUMPHREY  |GARLAND  |New        |
|JUNGLE CLOSER   |LUCILLE   |TRACY    |New        |
|JUNGLE CLOSER   |MENA      |TEMPLE   |New        |
|KANE EXORCIST   |AUDREY    |OLIVIER  |Foreign    |
|KANE EXORCIST   |BURT      |DUKAKIS  |Foreign    |
|KANE EXORCIST   |CHRISTO...|BERRY    |Foreign    |
|KANE EXORCIST   |GROUCHO   |WILLIAMS |Foreign    |
|KANE EXORCIST   |HENRY     |BERRY    |Foreign    |
|KARATE MOON     |JADA      |RYDER    |Horror     |
|KARATE MOON     |JANE      |JACKMAN  |Horror     |
|KARATE MOON     |JAYNE     |SILVER...|Horror     |
|KARATE MOON     |JOHNNY    |CAGE     |Horror     |
|KARATE MOON     |JULIANNE  |DENCH    |Horror     |
|KARATE MOON     |KIM       |ALLEN    |Horror     |
|KARATE MOON     |MICHAEL   |BOLGER   |Horror     |
|KARATE MOON     |SUSAN     |DAVIS    |Horror     |
|KENTUCKIAN GIANT|ELVIS     |MARX     |Horror     |
|KENTUCKIAN GIANT|RUSSELL   |CLOSE    |Horror     |
|KENTUCKIAN GIANT|VIVIEN    |BERGEN   |Horror     |
|KENTUCKIAN GIANT|WARREN    |NOLTE    |Horror     |
|KICK SAVANNAH   |ALAN      |DREYFUSS |Travel     |
|KICK SAVANNAH   |ANGELA    |HUDSON   |Travel     |
|KICK SAVANNAH   |GRETA     |MALDEN   |Travel     |
|KICK SAVANNAH   |JESSICA   |BAILEY   |Travel     |
|KICK SAVANNAH   |LAURENCE  |BULLOCK  |Travel     |
|KICK SAVANNAH   |MICHAEL   |BENING   |Travel     |
|KILL BROTHERHOOD|ALBERT    |NOLTE    |Documentary|
|KILL BROTHERHOOD|KIRSTEN   |PALTROW  |Documentary|
|KILL BROTHERHOOD|RIP       |WINSLET  |Documentary|
|KILL BROTHERHOOD|RIVER     |DEAN     |Documentary|
|KILL BROTHERHOOD|WOODY     |JOLIE    |Documentary|
|KILLER INNOCENT |ANGELINA  |ASTAIRE  |Family     |
|KILLER INNOCENT |BURT      |POSEY    |Family     |
|KILLER INNOCENT |DARYL     |WAHLBERG |Family     |
|KILLER INNOCENT |MERYL     |ALLEN    |Family     |
|KILLER INNOCENT |WHOOPI    |HURT     |Family     |
|KING EVOLUTION  |BURT      |DUKAKIS  |Family     |
|KING EVOLUTION  |CUBA      |ALLEN    |Family     |
|KING EVOLUTION  |LUCILLE   |TRACY    |Family     |
|KING EVOLUTION  |MARY      |KEITEL   |Family     |
|KING EVOLUTION  |PENELOPE  |GUINESS  |Family     |
|KING EVOLUTION  |RENEE     |BALL     |Family     |
|KISS GLORY      |CUBA      |OLIVIER  |Foreign    |
|KISS GLORY      |GROUCHO   |DUNST    |Foreign    |
|KISS GLORY      |HELEN     |VOIGHT   |Foreign    |
|KISS GLORY      |HUMPHREY  |GARLAND  |Foreign    |
|KISS GLORY      |JULIA     |MCQUEEN  |Foreign    |
|KISS GLORY      |OPRAH     |KILMER   |Foreign    |
|KISS GLORY      |TOM       |MIRANDA  |Foreign    |
|KISSING DOLLS   |GEOFFREY  |HESTON   |Action     |
|KISSING DOLLS   |JADA      |RYDER    |Action     |
|KISSING DOLLS   |TOM       |MCKELLEN |Action     |
|KNOCK WARLOCK   |AUDREY    |OLIVIER  |Comedy     |
|KNOCK WARLOCK   |CUBA      |OLIVIER  |Comedy     |
|KNOCK WARLOCK   |JUDE      |CRUISE   |Comedy     |
|KNOCK WARLOCK   |REESE     |KILMER   |Comedy     |
|KNOCK WARLOCK   |TOM       |MIRANDA  |Comedy     |
|KNOCK WARLOCK   |WOODY     |HOFFMAN  |Comedy     |
|KRAMER CHOCOLATE|BETTE     |NICHOLSON|Sports     |
|KRAMER CHOCOLATE|FRED      |COSTNER  |Sports     |
|KRAMER CHOCOLATE|JOHNNY    |LOLLOB...|Sports     |
|KRAMER CHOCOLATE|JULIA     |MCQUEEN  |Sports     |
|KRAMER CHOCOLATE|JULIANNE  |DENCH    |Sports     |
|KRAMER CHOCOLATE|MILLA     |KEITEL   |Sports     |
|KRAMER CHOCOLATE|REESE     |KILMER   |Sports     |
|KRAMER CHOCOLATE|WOODY     |JOLIE    |Sports     |
|KWAI HOMEWARD   |ANGELA    |WITHER...|Drama      |
|KWAI HOMEWARD   |FAY       |WOOD     |Drama      |
|KWAI HOMEWARD   |JADA      |RYDER    |Drama      |
|KWAI HOMEWARD   |MICHELLE  |MCCONA...|Drama      |
|KWAI HOMEWARD   |NATALIE   |HOPKINS  |Drama      |
|LABYRINTH LEAGUE|GROUCHO   |DUNST    |Children   |
|LABYRINTH LEAGUE|GROUCHO   |SINATRA  |Children   |
|LABYRINTH LEAGUE|KENNETH   |HOFFMAN  |Children   |
|LABYRINTH LEAGUE|KIRSTEN   |AKROYD   |Children   |
|LABYRINTH LEAGUE|SCARLETT  |DAMON    |Children   |
|LABYRINTH LEAGUE|TOM       |MIRANDA  |Children   |
|LADY STAGE      |ANNE      |CRONYN   |Horror     |
|LADY STAGE      |FRANCES   |DAY-LEWIS|Horror     |
|LADY STAGE      |HARRISON  |BALE     |Horror     |
|LADY STAGE      |JEFF      |SILVER...|Horror     |
|LADY STAGE      |PENELOPE  |CRONYN   |Horror     |
|LADY STAGE      |PENELOPE  |GUINESS  |Horror     |
|LADY STAGE      |RAY       |JOHANSSON|Horror     |
|LADY STAGE      |ROCK      |DUKAKIS  |Horror     |
|LADYBUGS ARMA...|GRETA     |KEITEL   |Games      |
|LADYBUGS ARMA...|KIRSTEN   |PALTROW  |Games      |
|LADYBUGS ARMA...|MATTHEW   |CARREY   |Games      |
|LADYBUGS ARMA...|WARREN    |NOLTE    |Games      |
|LAMBS CINCINATTI|BURT      |POSEY    |Games      |
|LAMBS CINCINATTI|CAMERON   |ZELLWEGER|Games      |
|LAMBS CINCINATTI|CHRISTIAN |NEESON   |Games      |
|LAMBS CINCINATTI|FAY       |WINSLET  |Games      |
|LAMBS CINCINATTI|JAYNE     |NOLTE    |Games      |
|LAMBS CINCINATTI|JULIA     |BARRYMORE|Games      |
|LAMBS CINCINATTI|JULIA     |ZELLWEGER|Games      |
|LAMBS CINCINATTI|LUCILLE   |DEE      |Games      |
|LAMBS CINCINATTI|MENA      |HOPPER   |Games      |
|LAMBS CINCINATTI|MENA      |TEMPLE   |Games      |
|LAMBS CINCINATTI|REESE     |KILMER   |Games      |
|LAMBS CINCINATTI|SCARLETT  |DAMON    |Games      |
|LAMBS CINCINATTI|VAL       |BOLGER   |Games      |
|LAMBS CINCINATTI|WALTER    |TORN     |Games      |
|LAMBS CINCINATTI|WOODY     |HOFFMAN  |Games      |
|LANGUAGE COWBOY |BETTE     |NICHOLSON|Children   |
|LANGUAGE COWBOY |CHRISTO...|BERRY    |Children   |
|LANGUAGE COWBOY |CUBA      |BIRCH    |Children   |
|LANGUAGE COWBOY |PENELOPE  |GUINESS  |Children   |
|LANGUAGE COWBOY |WARREN    |JACKMAN  |Children   |
|LANGUAGE COWBOY |WHOOPI    |HURT     |Children   |
|LAWLESS VISION  |BOB       |FAWCETT  |Animation  |
|LAWLESS VISION  |JOE       |SWANK    |Animation  |
|LAWLESS VISION  |MICHAEL   |BOLGER   |Animation  |
|LAWLESS VISION  |PENELOPE  |PINKETT  |Animation  |
|LAWRENCE LOVE   |CHRISTO...|BERRY    |Action     |
|LAWRENCE LOVE   |SUSAN     |DAVIS    |Action     |
|LEAGUE HELLFI...|ALBERT    |JOHANSSON|Classics   |
|LEAGUE HELLFI...|CUBA      |BIRCH    |Classics   |
|LEAGUE HELLFI...|JESSICA   |BAILEY   |Classics   |
|LEAGUE HELLFI...|JIM       |MOSTEL   |Classics   |
|LEAGUE HELLFI...|KENNETH   |TORN     |Classics   |
|LEAGUE HELLFI...|KIRSTEN   |AKROYD   |Classics   |
|LEATHERNECKS ...|BOB       |FAWCETT  |Travel     |
|LEATHERNECKS ...|IAN       |TANDY    |Travel     |
|LEATHERNECKS ...|KARL      |BERRY    |Travel     |
|LEATHERNECKS ...|PENELOPE  |MONROE   |Travel     |
|LEATHERNECKS ...|SPENCER   |DEPP     |Travel     |
|LEATHERNECKS ...|SUSAN     |DAVIS    |Travel     |
|LEATHERNECKS ...|UMA       |WOOD     |Travel     |
|LEBOWSKI SOLD...|ALBERT    |JOHANSSON|Drama      |
|LEBOWSKI SOLD...|JOE       |SWANK    |Drama      |
|LEBOWSKI SOLD...|RICHARD   |PENN     |Drama      |
|LEGALLY SECRE...|BELA      |WALKEN   |Children   |
|LEGALLY SECRE...|CAMERON   |STREEP   |Children   |
|LEGALLY SECRE...|CARMEN    |HUNT     |Children   |
|LEGALLY SECRE...|HELEN     |VOIGHT   |Children   |
|LEGALLY SECRE...|JANE      |JACKMAN  |Children   |
|LEGALLY SECRE...|UMA       |WOOD     |Children   |
|LEGEND JEDI     |ANGELA    |HUDSON   |Music      |
|LEGEND JEDI     |CATE      |MCQUEEN  |Music      |
|LEGEND JEDI     |PENELOPE  |CRONYN   |Music      |
|LEGEND JEDI     |TOM       |MCKELLEN |Music      |
|LESSON CLEOPATRA|ANGELA    |HUDSON   |Sports     |
|LESSON CLEOPATRA|BETTE     |NICHOLSON|Sports     |
|LESSON CLEOPATRA|CAMERON   |WRAY     |Sports     |
|LESSON CLEOPATRA|CARMEN    |HUNT     |Sports     |
|LESSON CLEOPATRA|CUBA      |ALLEN    |Sports     |
|LESSON CLEOPATRA|JON       |CHASE    |Sports     |
|LESSON CLEOPATRA|KENNETH   |TORN     |Sports     |
|LESSON CLEOPATRA|LISA      |MONROE   |Sports     |
|LESSON CLEOPATRA|LIZA      |BERGMAN  |Sports     |
|LESSON CLEOPATRA|ROCK      |DUKAKIS  |Sports     |
|LESSON CLEOPATRA|WALTER    |TORN     |Sports     |
|LESSON CLEOPATRA|WARREN    |NOLTE    |Sports     |
|LIAISONS SWEET  |CHRISTIAN |NEESON   |Travel     |
|LIAISONS SWEET  |FAY       |WOOD     |Travel     |
|LIAISONS SWEET  |MEG       |HAWKE    |Travel     |
|LIAISONS SWEET  |MENA      |TEMPLE   |Travel     |
|LIAISONS SWEET  |MICHAEL   |BOLGER   |Travel     |
|LIAISONS SWEET  |NICK      |WAHLBERG |Travel     |
|LIBERTY MAGNI...|ALEC      |WAYNE    |Sports     |
|LIBERTY MAGNI...|BEN       |WILLIS   |Sports     |
|LIBERTY MAGNI...|BETTE     |NICHOLSON|Sports     |
|LIBERTY MAGNI...|CHRISTIAN |NEESON   |Sports     |
|LIBERTY MAGNI...|CUBA      |BIRCH    |Sports     |
|LIBERTY MAGNI...|GREG      |CHAPLIN  |Sports     |
|LIBERTY MAGNI...|WILL      |WILSON   |Sports     |
|LICENSE WEEKEND |DARYL     |CRAWFORD |Sci-Fi     |
|LICENSE WEEKEND |GINA      |DEGENERES|Sci-Fi     |
|LICENSE WEEKEND |GREG      |CHAPLIN  |Sci-Fi     |
|LICENSE WEEKEND |GROUCHO   |SINATRA  |Sci-Fi     |
|LICENSE WEEKEND |JAYNE     |SILVER...|Sci-Fi     |
|LICENSE WEEKEND |NATALIE   |HOPKINS  |Sci-Fi     |
|LICENSE WEEKEND |RUSSELL   |CLOSE    |Sci-Fi     |
|LICENSE WEEKEND |SEAN      |GUINESS  |Sci-Fi     |
|LIES TREATMENT  |DAN       |HARRIS   |Drama      |
|LIES TREATMENT  |HELEN     |VOIGHT   |Drama      |
|LIES TREATMENT  |JOHNNY    |CAGE     |Drama      |
|LIES TREATMENT  |JON       |CHASE    |Drama      |
|LIES TREATMENT  |KENNETH   |TORN     |Drama      |
|LIES TREATMENT  |WALTER    |TORN     |Drama      |
|LIES TREATMENT  |WARREN    |JACKMAN  |Drama      |
|LIFE TWISTED    |CHRISTIAN |GABLE    |Comedy     |
|LIFE TWISTED    |CHRISTO...|WEST     |Comedy     |
|LIFE TWISTED    |DARYL     |WAHLBERG |Comedy     |
|LIFE TWISTED    |GENE      |MCKELLEN |Comedy     |
|LIFE TWISTED    |MATTHEW   |CARREY   |Comedy     |
|LIFE TWISTED    |MINNIE    |ZELLWEGER|Comedy     |
|LIFE TWISTED    |REESE     |WEST     |Comedy     |
|LIFE TWISTED    |UMA       |WOOD     |Comedy     |
|LIGHTS DEER     |MATTHEW   |JOHANSSON|Classics   |
|LIGHTS DEER     |TIM       |HACKMAN  |Classics   |
|LION UNCUT      |BELA      |WALKEN   |Comedy     |
|LION UNCUT      |PENELOPE  |PINKETT  |Comedy     |
|LION UNCUT      |UMA       |WOOD     |Comedy     |
|LOATHING LEGALLY|AUDREY    |OLIVIER  |Classics   |
|LOATHING LEGALLY|GARY      |PHOENIX  |Classics   |
|LOATHING LEGALLY|GRETA     |KEITEL   |Classics   |
|LOATHING LEGALLY|MORGAN    |HOPKINS  |Classics   |
|LOATHING LEGALLY|SUSAN     |DAVIS    |Classics   |
|LOCK REAR       |HARVEY    |HOPE     |Travel     |
|LOCK REAR       |WALTER    |TORN     |Travel     |
|LOLA AGENT      |GEOFFREY  |HESTON   |Horror     |
|LOLA AGENT      |KIM       |ALLEN    |Horror     |
|LOLA AGENT      |LUCILLE   |TRACY    |Horror     |
|LOLA AGENT      |SCARLETT  |DAMON    |Horror     |
|LOLA AGENT      |TOM       |MIRANDA  |Horror     |
|LOLA AGENT      |WOODY     |JOLIE    |Horror     |
|LOLITA WORLD    |UMA       |WOOD     |Family     |
|LONELY ELEPHANT |ALAN      |DREYFUSS |Comedy     |
|LONELY ELEPHANT |BEN       |WILLIS   |Comedy     |
|LONELY ELEPHANT |CHARLIZE  |DENCH    |Comedy     |
|LONELY ELEPHANT |EWAN      |GOODING  |Comedy     |
|LONELY ELEPHANT |GROUCHO   |WILLIAMS |Comedy     |
|LONELY ELEPHANT |JAMES     |PITT     |Comedy     |
|LONELY ELEPHANT |KENNETH   |PALTROW  |Comedy     |
|LONELY ELEPHANT |RIP       |CRAWFORD |Comedy     |
|LONELY ELEPHANT |ROCK      |DUKAKIS  |Comedy     |
|LONELY ELEPHANT |SEAN      |GUINESS  |Comedy     |
|LONELY ELEPHANT |VAL       |BOLGER   |Comedy     |
|LONELY ELEPHANT |WALTER    |TORN     |Comedy     |
|LORD ARIZONA    |CHRISTIAN |GABLE    |Action     |
|LORD ARIZONA    |GROUCHO   |SINATRA  |Action     |
|LORD ARIZONA    |JULIANNE  |DENCH    |Action     |
|LORD ARIZONA    |KIRSTEN   |PALTROW  |Action     |
|LORD ARIZONA    |MORGAN    |WILLIAMS |Action     |
|LORD ARIZONA    |SIDNEY    |CROWE    |Action     |
|LOSE INCH       |HARRISON  |BALE     |Foreign    |
|LOSE INCH       |LUCILLE   |TRACY    |Foreign    |
|LOSE INCH       |MERYL     |ALLEN    |Foreign    |
|LOSE INCH       |REESE     |WEST     |Foreign    |
|LOSER HUSTLER   |ADAM      |GRANT    |Sports     |
|LOSER HUSTLER   |MATTHEW   |JOHANSSON|Sports     |
|LOSER HUSTLER   |VIVIEN    |BASINGER |Sports     |
|LOSER HUSTLER   |WOODY     |HOFFMAN  |Sports     |
|LOSER HUSTLER   |ZERO      |CAGE     |Sports     |
|LOST BIRD       |CUBA      |BIRCH    |Foreign    |
|LOST BIRD       |KENNETH   |TORN     |Foreign    |
|LOST BIRD       |KIRK      |JOVOVICH |Foreign    |
|LOUISIANA HARRY |GINA      |DEGENERES|Family     |
|LOUISIANA HARRY |HENRY     |BERRY    |Family     |
|LOUISIANA HARRY |JAYNE     |SILVER...|Family     |
|LOVE SUICIDES   |CHRISTIAN |NEESON   |Horror     |
|LOVE SUICIDES   |GRETA     |MALDEN   |Horror     |
|LOVE SUICIDES   |JOHNNY    |LOLLOB...|Horror     |
|LOVE SUICIDES   |TOM       |MIRANDA  |Horror     |
|LOVELY JINGLE   |DAN       |TORN     |Classics   |
|LOVELY JINGLE   |ELVIS     |MARX     |Classics   |
|LOVELY JINGLE   |MARY      |KEITEL   |Classics   |
|LOVELY JINGLE   |MINNIE    |KILMER   |Classics   |
|LOVELY JINGLE   |SANDRA    |KILMER   |Classics   |
|LOVELY JINGLE   |VIVIEN    |BERGEN   |Classics   |
|LOVER TRUMAN    |CHRISTIAN |NEESON   |Classics   |
|LOVER TRUMAN    |LISA      |MONROE   |Classics   |
|LOVER TRUMAN    |MENA      |HOPPER   |Classics   |
|LOVER TRUMAN    |MILLA     |KEITEL   |Classics   |
|LOVER TRUMAN    |REESE     |KILMER   |Classics   |
|LOVER TRUMAN    |THORA     |TEMPLE   |Classics   |
|LOVER TRUMAN    |VIVIEN    |BERGEN   |Classics   |
|LOVERBOY ATTACKS|ADAM      |HOPPER   |New        |
|LOVERBOY ATTACKS|CARY      |MCCONA...|New        |
|LOVERBOY ATTACKS|GROUCHO   |WILLIAMS |New        |
|LOVERBOY ATTACKS|KEVIN     |BLOOM    |New        |
|LOVERBOY ATTACKS|LUCILLE   |TRACY    |New        |
|LOVERBOY ATTACKS|MORGAN    |MCDORMAND|New        |
|LOVERBOY ATTACKS|PARKER    |GOLDBERG |New        |
|LOVERBOY ATTACKS|RENEE     |BALL     |New        |
|LOVERBOY ATTACKS|THORA     |TEMPLE   |New        |
|LUCK OPUS       |ED        |CHASE    |Drama      |
|LUCK OPUS       |GEOFFREY  |HESTON   |Drama      |
|LUCK OPUS       |JANE      |JACKMAN  |Drama      |
|LUCK OPUS       |MATTHEW   |CARREY   |Drama      |
|LUCK OPUS       |SCARLETT  |BENING   |Drama      |
|LUCK OPUS       |SUSAN     |DAVIS    |Drama      |
|LUCKY FLYING    |ANGELA    |WITHER...|Music      |
|LUCKY FLYING    |EWAN      |GOODING  |Music      |
|LUCKY FLYING    |JADA      |RYDER    |Music      |
|LUCKY FLYING    |JAMES     |PITT     |Music      |
|LUCKY FLYING    |JIM       |MOSTEL   |Music      |
|LUCKY FLYING    |JULIA     |MCQUEEN  |Music      |
|LUCKY FLYING    |KARL      |BERRY    |Music      |
|LUCKY FLYING    |KENNETH   |TORN     |Music      |
|LUCKY FLYING    |NICK      |WAHLBERG |Music      |
|LUCKY FLYING    |PARKER    |GOLDBERG |Music      |
|LUKE MUMMY      |ANGELA    |HUDSON   |Animation  |
|LUKE MUMMY      |BELA      |WALKEN   |Animation  |
|LUKE MUMMY      |BURT      |POSEY    |Animation  |
|LUKE MUMMY      |CHRISTIAN |AKROYD   |Animation  |
|LUKE MUMMY      |CUBA      |OLIVIER  |Animation  |
|LUKE MUMMY      |JOHN      |SUVARI   |Animation  |
|LUKE MUMMY      |JULIA     |FAWCETT  |Animation  |
